;Rec;Lig;negatome;hippie_value;Rec_nRes;Lig_nRes;Rec_clustID;Lig_clustID;Inter_70;Inter_90;Rec_expr_70;Lig_expr_70;n_inter_res_rec_70;n_inter_res_lig_70;n_cont_comp_70;Rec_expr_90;Lig_expr_90;n_inter_res_rec_90;n_inter_res_lig_90;n_cont_comp_90;nPoses;nPoseClust;nHighPose_lRMSD_70;nMediumPose_lRMSD_70;nAcceptablePose_lRMSD_70;nIncorrectPose_lRMSD_70;nHighPose_lRMSD_90;nMediumPose_lRMSD_90;nAcceptablePose_lRMSD_90;nIncorrectPose_lRMSD_90;min_lRMSD_70;max_lRMSD_70;min_lRMSD_90;max_lRMSD_90;nHighPose_iRMSD_70;nMediumPose_iRMSD_70;nAcceptablePose_iRMSD_70;nIncorrectPose_iRMSD_70;nHighPose_iRMSD_90;nMediumPose_iRMSD_90;nAcceptablePose_iRMSD_90;nIncorrectPose_iRMSD_90;min_iRMSD_70;max_iRMSD_70;min_iRMSD_90;max_iRMSD_90;nHighPose_fnat_70;nMediumPose_fnat_70;nAcceptablePose_fnat_70;nIncorrectPose_fnat_70;nHighPose_fnat_90;nMediumPose_fnat_90;nAcceptablePose_fnat_90;nIncorrectPose_fnat_90;min_fnat_70;max_fnat_70;min_fnat_90;max_fnat_90;nOkPose_intcov_70;nBadPose_intcov_70;min_intcov_70;max_intcov_70;nOkPose_intcov_90;nBadPose_intcov_90;min_intcov_90;max_intcov_90;deformation_rmsd_lig_70;deformation_rmsd_rec_70;deformation_rmsd_lig_90;deformation_rmsd_rec_90;howmanyxray
200;2iae_A;2iae_B;False;-1.0;583;376;2061;7878;True;True;2iae_0_1_A_1.pdb;2iae_0_1_B_1.pdb;25;20;379;2iae_0_1_A_1.pdb;2iae_0_1_B_1.pdb;25;20;379;17794;0;0;0;0;17794;0;0;0;17794;20.9123;1036.97;20.9123;1036.97;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.4920739633234056e-14;3.864971458557193e-14;2.4920739633234056e-14;3.864971458557193e-14;0
201;1h6v_A;1h6v_A;False;-1.0;490;490;162;162;True;True;1h6v_0_1_A_1.pdb;1h6v_0_1_B_1.pdb;85;91;2017;1h6v_0_1_A_1.pdb;1h6v_0_1_B_1.pdb;85;91;2017;154008;0;1;0;3;154004;1;0;3;154004;0.6109829999999999;1037.41;0.6109829999999999;1037.41;1;0;0;3;1;0;0;3;0.3982220706807891;6.1495257471968285;0.3982220706807891;6.1495257471968285;1;1;0;2;1;1;0;2;0.0029282576866764276;0.8667642752562226;0.0029282576866764276;0.8667642752562226;1;154007;0.08333333333333333;0.927437641723356;1;154007;0.08333333333333333;0.927437641723356;1.9164126936348457e-14;0.2753964746462226;1.9164126936348457e-14;0.2753964746462226;0
202;1h6v_B;1h6v_C;False;-1.0;487;482;162;162;True;True;1h6v_0_1_B_1.pdb;1h6v_0_1_A_1.pdb;91;85;2017;1h6v_0_1_B_1.pdb;1h6v_0_1_A_1.pdb;91;85;2017;143299;0;1;0;6;143292;1;0;6;143292;0.443151;1035.79;0.443151;1035.79;1;0;2;4;1;0;2;4;0.2639782267033618;7.178920126921106;0.2639782267033618;7.178920126921106;1;2;0;4;1;2;0;4;0.0;0.9399075500770416;0.0;0.9399075500770416;1;143298;0.1407766990291262;0.888402625820569;1;143298;0.1407766990291262;0.888402625820569;8.7375227727074e-15;0.4076695608333888;8.7375227727074e-15;0.4076695608333888;0
203;1yy9_D;1yy9_D;False;-1.0;220;220;0;0;True;False;5n09_0_1_H_1.pdb;5n09_0_1_I_1.pdb;4;5;44;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;12.706198696046417;12.825152348683105;-1.0;-1.0;0
204;1yy9_D;2bdn_H;False;-1.0;220;217;0;0;True;False;5n09_0_1_H_1.pdb;5n09_0_1_I_1.pdb;4;5;44;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;12.706198696046417;9.350970666810065;-1.0;-1.0;0
205;1yy9_D;2v17_H;False;-1.0;220;222;0;0;True;False;5n09_0_1_H_1.pdb;5n09_0_1_I_1.pdb;4;5;44;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;12.706198696046417;15.957509815706445;-1.0;-1.0;0
206;2q7n_A;2q7n_A;False;-1.0;480;480;16785;16785;True;True;2q7n_0_3_A_2.pdb;2q7n_0_3_A_1.pdb;8;8;142;2q7n_0_3_A_2.pdb;2q7n_0_3_A_1.pdb;8;8;142;73892;0;0;0;0;73892;0;0;0;73892;46.299;1090.45;46.299;1090.45;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;2.7434278034975438e-14;4.261247909913752e-14;2.7434278034975438e-14;4.261247909913752e-14;0
207;1yy9_D;2zch_H;False;-1.0;220;229;0;0;True;False;5n09_0_1_H_1.pdb;5n09_0_1_I_1.pdb;4;5;44;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;12.706198696046417;6.564006301548633;-1.0;-1.0;0
208;1h6v_A;1h6v_C;False;-1.0;490;482;162;162;True;True;1h6v_0_1_A_1.pdb;1h6v_0_1_B_1.pdb;85;91;2017;1h6v_0_1_A_1.pdb;1h6v_0_1_B_1.pdb;85;91;2017;154861;0;2;0;3;154856;2;0;3;154856;0.775891;1036.09;0.775891;1036.09;2;0;1;2;2;0;1;2;0.4803384488620704;6.302595902829348;0.4803384488620704;6.302595902829348;2;1;0;2;2;1;0;2;0.004392386530014641;0.8975109809663251;0.004392386530014641;0.8975109809663251;2;154859;0.125;0.9444444444444444;2;154859;0.125;0.9444444444444444;1.9164126936348457e-14;0.4896479353002852;1.9164126936348457e-14;0.4896479353002852;0
209;1yy9_D;3bt2_H;False;-1.0;220;212;0;0;True;False;5n09_0_1_H_1.pdb;5n09_0_1_I_1.pdb;4;5;44;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;12.706198696046417;9.798741670275035;-1.0;-1.0;0
210;2gix_A;2gix_B;False;-1.0;206;201;4212;4212;True;True;2gix_0_2_A_2.pdb;2gix_0_2_B_2.pdb;47;43;967;2gix_0_2_A_2.pdb;2gix_0_2_B_2.pdb;47;43;967;72208;0;0;0;0;72208;0;0;0;72208;11.3739;1031.07;11.3739;1031.07;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.4731808018490625e-14;1.3824512440465926e-14;1.4731808018490625e-14;1.3824512440465926e-14;0
211;1yy9_D;2zch_L;False;-1.0;220;215;0;0;True;False;1yy9_0_1_D_1.pdb;1yy9_0_1_C_1.pdb;47;41;810;-;-;0;0;0;20218;0;0;0;0;20218;0;0;0;0;12.4597;190.09900000000002;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;4.2532020867531976e-14;1.6883652515029237;-1.0;-1.0;0
212;1yy9_D;3c08_H;False;-1.0;220;217;0;0;True;False;5n09_0_1_H_1.pdb;5n09_0_1_I_1.pdb;4;5;44;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;12.706198696046417;15.485382956136018;-1.0;-1.0;0
213;2gix_D;2gix_D;False;-1.0;205;205;4212;4212;True;True;2gix_0_2_D_2.pdb;2gix_0_2_D_1.pdb;3;3;18;2gix_0_2_D_2.pdb;2gix_0_2_D_1.pdb;3;3;18;69362;0;0;0;0;69362;0;0;0;69362;10.375;1044.21;10.375;1044.21;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.681130576653293e-14;1.9575220323394512e-14;1.681130576653293e-14;1.9575220323394512e-14;0
214;2gix_A;2gix_A;False;-1.0;206;206;4212;4212;True;True;2gix_0_2_A_2.pdb;2gix_0_2_B_2.pdb;47;43;967;2gix_0_2_A_2.pdb;2gix_0_2_B_2.pdb;47;43;967;80556;0;0;0;0;80556;0;0;0;80556;12.4094;1030.75;12.4094;1030.75;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.4731808018490625e-14;1.1150484876569302;1.4731808018490625e-14;1.1150484876569302;0
215;2jjs_A;2jjs_C;False;0.7;116;115;2758;5040;True;True;2jjs_0_1_A_1.pdb;2jjs_0_1_C_1.pdb;28;25;616;2jjs_0_1_A_1.pdb;2jjs_0_1_C_1.pdb;28;25;616;18962;0;0;5;11;18946;0;5;11;18946;1.37129;1006.17;1.37129;1006.17;0;5;3;8;0;5;3;8;1.1762464933265757;7.530563224751651;1.1762464933265757;7.530563224751651;0;5;5;6;0;5;5;6;0.0;0.40584415584415584;0.0;0.40584415584415584;0;18962;0.1953125;0.6484375;0;18962;0.1953125;0.6484375;9.559749282594286e-15;1.514663769733016e-14;9.559749282594286e-15;1.514663769733016e-14;0
216;2v17_H;2v17_H;False;-1.0;222;222;0;0;True;False;5n09_0_1_H_1.pdb;5n09_0_1_I_1.pdb;4;5;44;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;15.91104584440303;15.957509815706448;-1.0;-1.0;0
217;1atn_A;2pav_P;False;0.62;371;139;28;1183;True;True;2pav_0_1_A_1.pdb;2pav_0_1_P_1.pdb;28;31;1012;2pav_0_1_A_1.pdb;2pav_0_1_P_1.pdb;28;31;1012;36113;0;0;14;38;36061;0;14;38;36061;3.9261699999999995;96.8286;3.9261699999999995;96.8286;0;0;0;0;0;0;0;0;;;;;0;0;10;42;0;0;10;42;0.0;0.25274725274725274;0.0;0.25274725274725274;0;36113;0.075;0.4143646408839779;0;36113;0.075;0.4143646408839779;1.2874730862458332;1.9050520373719e-13;1.2874730862458332;1.9050520373719e-13;0
218;2dvw_A;2dvw_B;False;-1.0;229;73;2871;7332;True;True;2dvw_0_1_A_1.pdb;2dvw_0_1_B_1.pdb;39;23;710;2dvw_0_1_A_1.pdb;2dvw_0_1_B_1.pdb;39;23;710;10137;0;0;0;1;10136;0;0;1;10136;9.14344;121.723;9.14344;121.723;0;0;0;0;0;0;0;0;;;;;0;0;0;1;0;0;0;1;0.0028169014084507044;0.0028169014084507044;0.0028169014084507044;0.0028169014084507044;0;10137;0.4460431654676259;0.4460431654676259;0;10137;0.4460431654676259;0.4460431654676259;1.126327847656464e-14;1.0945871414655816e-14;1.126327847656464e-14;1.0945871414655816e-14;0
219;2v17_H;2zch_H;False;-1.0;222;229;0;0;True;False;5n09_0_1_H_1.pdb;5n09_0_1_I_1.pdb;4;5;44;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;15.91104584440303;6.564006301548635;-1.0;-1.0;0
220;1yy9_D;2v17_L;False;-1.0;220;214;0;0;True;False;1yy9_0_1_D_1.pdb;1yy9_0_1_C_1.pdb;47;41;810;-;-;0;0;0;16229;0;0;1;1;16227;0;0;0;0;2.74337;662.5880000000001;-1.0;-1.0;0;1;0;1;0;0;0;0;1.8095049642569312;5.33191684879865;-1.0;-1.0;1;0;0;1;0;0;0;0;0.04838709677419355;0.5241935483870968;-1.0;-1.0;0;16229;0.24489795918367346;0.6919431279620853;0;0;-1.0;-1.0;4.2532020867531976e-14;1.6974690384731417;-1.0;-1.0;0
221;1yy9_D;2bdn_L;False;-1.0;220;214;0;0;True;False;1yy9_0_1_D_1.pdb;1yy9_0_1_C_1.pdb;47;41;810;-;-;0;0;0;20643;0;0;0;1;20642;0;0;0;0;5.75813;244.136;-1.0;-1.0;0;0;0;0;0;0;0;0;;;-1.0;-1.0;0;1;0;0;0;0;0;0;0.3467741935483871;0.3467741935483871;-1.0;-1.0;0;20643;0.45023696682464454;0.45023696682464454;0;0;-1.0;-1.0;4.2532020867531976e-14;1.725000345971157;-1.0;-1.0;0
222;2jjs_A;2jjs_A;False;-1.0;116;116;2758;2758;True;True;2jjw_0_1_A_2.pdb;2jjw_0_1_A_1.pdb;20;20;368;2uv3_0_1_A_1.pdb;2uv3_0_1_B_1.pdb;22;21;358;26771;0;0;2;11;26758;0;6;26;26739;3.8701800000000004;1022.63;3.25147;1011.34;0;0;0;0;0;0;0;0;;;;;0;0;7;6;0;0;0;32;0.0;0.2857142857142857;0.0;0.0;0;26771;0.16842105263157894;0.6;0;26771;0.0;0.0;1.7095552421236961;1.7095558225358964;1.1781485671808998;1.1692127524787175;0
223;2v17_H;3bt2_H;False;-1.0;222;212;0;0;True;False;5n09_0_1_H_1.pdb;5n09_0_1_I_1.pdb;4;5;44;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;15.91104584440303;9.798741670275042;-1.0;-1.0;0
224;2v17_H;2v17_L;False;-1.0;222;214;0;0;True;True;2v17_0_1_H_1.pdb;2v17_0_1_L_1.pdb;51;47;983;2v17_0_1_H_1.pdb;2v17_0_1_L_1.pdb;51;47;983;10768;0;0;0;0;10768;0;0;0;10768;15.2369;669.1189999999999;15.2369;669.1189999999999;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.1013453346174356e-14;1.1238411752763763e-14;1.1013453346174356e-14;1.1238411752763763e-14;0
225;2v17_H;2zch_L;False;-1.0;222;215;0;0;True;False;2v17_0_1_H_1.pdb;2v17_0_1_L_1.pdb;51;47;983;-;-;0;0;0;12293;0;0;0;0;12293;0;0;0;0;10.4167;208.43400000000003;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.1013453346174356e-14;2.491282227991902;-1.0;-1.0;0
226;2v17_H;3c08_H;False;-1.0;222;217;0;0;True;False;5n09_0_1_H_1.pdb;5n09_0_1_I_1.pdb;4;5;44;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;15.91104584440303;15.485382956136021;-1.0;-1.0;0
227;2v17_H;3d85_A;False;-1.0;222;213;0;0;True;False;2v17_0_1_H_1.pdb;2v17_0_1_L_1.pdb;51;47;983;-;-;0;0;0;13807;0;0;0;0;13807;0;0;0;0;14.5162;266.085;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.1013453346174356e-14;3.3217520943707304;-1.0;-1.0;0
228;1yy9_D;3bt2_L;False;-1.0;220;211;0;0;True;False;1yy9_0_1_D_1.pdb;1yy9_0_1_C_1.pdb;47;41;810;-;-;0;0;0;24398;0;0;1;1;24396;0;0;0;0;2.00368;198.399;-1.0;-1.0;0;1;0;1;0;0;0;0;1.3169453695463722;5.672104244884738;-1.0;-1.0;0;1;0;1;0;0;0;0;0.07377049180327869;0.4180327868852459;-1.0;-1.0;0;24398;0.1875;0.5833333333333334;0;0;-1.0;-1.0;4.2532020867531976e-14;2.9171459525193275;-1.0;-1.0;0
229;2gix_A;2gix_D;False;-1.0;206;205;4212;4212;True;True;2gix_0_2_A_2.pdb;2gix_0_2_D_2.pdb;43;46;945;2gix_0_2_A_2.pdb;2gix_0_2_D_2.pdb;43;46;945;76953;0;0;0;1;76952;0;0;1;76952;9.44403;1028.93;9.44403;1028.93;0;0;0;0;0;0;0;0;;;;;0;0;0;1;0;0;0;1;0.020105820105820106;0.020105820105820106;0.020105820105820106;0.020105820105820106;0;76953;0.4019607843137255;0.4019607843137255;0;76953;0.4019607843137255;0.4019607843137255;1.4731808018490625e-14;2.3040589321802314e-14;1.4731808018490625e-14;2.3040589321802314e-14;0
230;2odb_B;2odb_B;False;-1.0;35;35;6806;6806;True;True;2odb_0_2_B_2.pdb;2odb_0_2_B_1.pdb;4;4;35;2odb_0_2_B_2.pdb;2odb_0_2_B_1.pdb;4;4;35;26587;0;0;0;0;26587;0;0;0;26587;15.5782;1050.09;15.5782;1050.09;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;9.666466480748219e-15;2.7421529685675602e-14;9.666466480748219e-15;2.7421529685675602e-14;0
231;2gix_B;2gix_D;False;-1.0;201;205;4212;4212;True;True;2gix_0_2_B_2.pdb;2gix_0_2_D_2.pdb;2;2;12;2gix_0_2_B_2.pdb;2gix_0_2_D_2.pdb;2;2;12;67365;0;0;0;2;67363;0;0;2;67363;6.957999999999999;1041.4;6.957999999999999;1041.4;0;0;0;2;0;0;0;2;6.840533064545683;7.401878719847634;6.840533064545683;7.401878719847634;0;0;0;2;0;0;0;2;0.0;0.0;0.0;0.0;1;67364;0.0;0.8;1;67364;0.0;0.8;7.732345155233771e-15;2.3917107999058e-14;7.732345155233771e-15;2.3917107999058e-14;0
232;1yy9_D;3c08_L;False;-1.0;220;206;0;0;True;False;1yy9_0_1_D_1.pdb;1yy9_0_1_C_1.pdb;47;41;810;-;-;0;0;0;27166;0;0;1;2;27163;0;0;0;0;2.32104;139.44899999999998;-1.0;-1.0;0;1;0;2;0;0;0;0;1.5230092376373876;6.302289476822923;-1.0;-1.0;0;0;0;3;0;0;0;0;0.016129032258064516;0.08064516129032258;-1.0;-1.0;0;27166;0.20408163265306123;0.24489795918367346;0;0;-1.0;-1.0;4.2532020867531976e-14;3.6965203091491543;-1.0;-1.0;0
233;1yy9_D;3d85_A;False;-1.0;220;213;0;0;True;False;1yy9_0_1_D_1.pdb;1yy9_0_1_C_1.pdb;47;41;810;-;-;0;0;0;20746;0;0;0;4;20742;0;0;0;0;8.13813;177.21900000000002;-1.0;-1.0;0;0;0;4;0;0;0;0;5.754996846116468;6.1195154929824795;-1.0;-1.0;0;0;0;4;0;0;0;0;0.0;0.0967741935483871;-1.0;-1.0;0;20746;0.10204081632653061;0.2985781990521327;0;0;-1.0;-1.0;4.2532020867531976e-14;2.1310523147299345;-1.0;-1.0;0
234;2zch_H;2zch_H;False;-1.0;229;229;0;0;True;False;5n09_0_1_H_1.pdb;5n09_0_1_I_1.pdb;4;5;44;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;6.330931514813865;6.564006301548637;-1.0;-1.0;0
235;1ef1_C;1ef1_C;False;0.85;87;87;24040;24040;True;True;1ef1_0_1_C_1.pdb;1ef1_0_1_D_1.pdb;10;10;135;1ef1_0_1_C_1.pdb;1ef1_0_1_D_1.pdb;10;10;135;264955;0;0;2;11;264942;0;2;11;264942;3.56025;743.296;3.56025;743.296;0;0;6;7;0;0;6;7;2.18456664325302;5.217402088807349;2.18456664325302;5.217402088807349;0;0;0;13;0;0;0;13;0.0;0.03571428571428571;0.0;0.03571428571428571;0;264955;0.0;0.19047619047619047;0;264955;0.0;0.19047619047619047;1.477534032362836e-14;0.14588836986096088;1.477534032362836e-14;0.14588836986096088;0
236;2zch_H;2zch_L;False;-1.0;229;215;0;0;True;False;5x8l_0_1_F_1.pdb;5x8l_0_1_K_1.pdb;43;39;871;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;11.33768748117715;2.5491564923131693;-1.0;-1.0;0
237;2zch_H;3bt2_H;False;-1.0;229;212;0;0;True;False;5n09_0_1_H_1.pdb;5n09_0_1_I_1.pdb;4;5;44;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;6.330931514813865;9.798741670275037;-1.0;-1.0;0
238;2zch_H;3bt2_L;False;-1.0;229;211;0;0;True;False;5x8l_0_1_F_1.pdb;5x8l_0_1_K_1.pdb;43;39;871;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;11.33768748117715;2.9954493801253728;-1.0;-1.0;0
239;2zch_H;3c08_H;False;-1.0;229;217;0;0;True;False;5n09_0_1_H_1.pdb;5n09_0_1_I_1.pdb;4;5;44;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;6.330931514813865;15.485382956136016;-1.0;-1.0;0
240;2zch_H;3c08_L;False;-1.0;229;206;0;0;True;False;3c08_0_1_H_1.pdb;3c08_0_1_L_1.pdb;48;50;989;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;15.718181991003945;4.650577498066141e-14;-1.0;-1.0;0
241;2zch_H;3d85_A;False;-1.0;229;213;0;0;True;False;3d85_0_1_B_1.pdb;3d85_0_1_A_1.pdb;49;42;806;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;7.03581516752046;8.346170738905587e-14;-1.0;-1.0;0
242;2v17_H;3bt2_L;False;-1.0;222;211;0;0;True;False;2v17_0_1_H_1.pdb;2v17_0_1_L_1.pdb;51;47;983;-;-;0;0;0;16926;0;0;0;1;16925;0;0;0;0;8.92729;297.45099999999996;-1.0;-1.0;0;0;0;0;0;0;0;0;;;-1.0;-1.0;0;0;0;1;0;0;0;0;0.005988023952095809;0.005988023952095809;-1.0;-1.0;0;16926;0.03278688524590164;0.03278688524590164;0;0;-1.0;-1.0;1.1013453346174356e-14;2.9656866247269775;-1.0;-1.0;0
243;2v17_H;3c08_L;False;-1.0;222;206;0;0;True;False;2v17_0_1_H_1.pdb;2v17_0_1_L_1.pdb;51;47;983;-;-;0;0;0;17586;0;0;0;1;17585;0;0;0;0;9.12098;267.41200000000003;-1.0;-1.0;0;0;0;0;0;0;0;0;;;-1.0;-1.0;0;0;0;1;0;0;0;0;0.04046242774566474;0.04046242774566474;-1.0;-1.0;0;17586;0.28125;0.28125;0;0;-1.0;-1.0;1.1013453346174356e-14;4.11187128863042;-1.0;-1.0;0
244;3cwb_A;3cwb_F;False;-1.0;443;100;729;728;True;True;6fo0_0_1_N_1.pdb;6fo0_0_1_F_1.pdb;2;3;12;3l71_0_1_A_1.pdb;3l71_0_1_S_1.pdb;2;3;9;38037;0;0;0;0;38037;0;0;0;38037;13.5127;208.683;13.4133;208.71599999999998;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;0;0;0;0;0;0;-1.0;-1.0;-1.0;-1.0;0;0;-1.0;-1.0;0;0;-1.0;-1.0;1.3820525823263923;0.8899036210715364;0.39790461332074983;0.7075237559970127;0
245;2gix_B;2gix_B;False;-1.0;201;201;4212;4212;True;True;2gix_0_2_B_2.pdb;2gix_0_2_A_2.pdb;43;47;967;2gix_0_2_B_2.pdb;2gix_0_2_A_2.pdb;43;47;967;65158;0;0;0;1;65157;0;0;1;65157;8.24003;1030.09;8.24003;1030.09;0;0;0;0;0;0;0;0;;;;;0;0;1;0;0;0;1;0;0.102880658436214;0.102880658436214;0.102880658436214;0.102880658436214;0;65158;0.32338308457711445;0.32338308457711445;0;65158;0.32338308457711445;0.32338308457711445;7.732345155233771e-15;1.1150484876569309;7.732345155233771e-15;1.1150484876569309;0
